job_id,job_title,company_name,industry,location,job_type,experience_level,min_experience_years,education_required,required_skills,preferred_skills,salary_min_lkr,salary_max_lkr,posted_date,description
J0063,HR Business Partner,MAS Holdings,HR,Batticaloa,Contract,Junior,1,Master's,"Reporting, Compensation & Benefits, Excel, HR Management, Organizational Skills, HRIS, Training & Development","Communication, Succession Planning, Workday",55716,82102,2025-12-15,"We are looking for a Junior-level HR Business Partner to join our HR team at MAS Holdings. The ideal candidate will have strong skills in Reporting, Compensation & Benefits, Excel. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Communication, Succession Planning."
J0064,Tax Consultant,Cargills Bank,Finance,Hambantota,Internship,Senior,6,Master's,"Derivatives, Financial Reporting, GAAP, Accounting, Power BI, Tableau","IFRS, Attention to Detail, Financial Modeling",169192,227811,2026-02-23,"We are looking for a Senior-level Tax Consultant to join our Finance team at Cargills Bank. The ideal candidate will have strong skills in Derivatives, Financial Reporting, GAAP. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include IFRS, Attention to Detail."
J0065,Cybersecurity Analyst,Surge Global,Technology,Batticaloa,Freelance,Lead,9,Master's,"Leadership, GCP, Statistics",React,307305,329205,2026-01-02,"We are looking for a Lead-level Cybersecurity Analyst to join our Technology team at Surge Global. The ideal candidate will have strong skills in Leadership, GCP, Statistics. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include React."
J0066,Procurement Officer,SriLankan Airlines,Operations,Galle,Freelance,Manager,10,Master's,"Teamwork, Procurement, Risk Management, ISO",Communication,320738,529672,2026-03-27,"We are looking for a Manager-level Procurement Officer to join our Operations team at SriLankan Airlines. The ideal candidate will have strong skills in Teamwork, Procurement, Risk Management. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Communication."
J0067,Investment Analyst,LB Finance,Finance,Hambantota,Full-Time,Manager,10,Master's,"Analytical Thinking, Tax Planning, Derivatives, Attention to Detail, Communication, Risk Analysis, Statistics, GAAP, VBA","Teamwork, Fixed Income",359512,494168,2026-03-18,"We are looking for a Manager-level Investment Analyst to join our Finance team at LB Finance. The ideal candidate will have strong skills in Analytical Thinking, Tax Planning, Derivatives. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Teamwork, Fixed Income."
J0068,Digital Marketing Specialist,MullenLowe Sri Lanka,Marketing,Kurunegala,Part-Time,Lead,9,Bachelor's,"Digital Marketing, Project Management, HubSpot, Market Research, Campaign Management, Social Media Marketing, Salesforce, Leadership, Creativity","Teamwork, SQL, Brand Management",296484,345002,2025-12-07,"We are looking for a Lead-level Digital Marketing Specialist to join our Marketing team at MullenLowe Sri Lanka. The ideal candidate will have strong skills in Digital Marketing, Project Management, HubSpot. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Teamwork, SQL."
J0069,Data Scientist,Pearson Lanka,Technology,Matara,Contract,Lead,9,Diploma,"Spark, Go, Kubernetes","JavaScript, Power BI, Leadership",291331,355160,2026-02-07,"We are looking for a Lead-level Data Scientist to join our Technology team at Pearson Lanka. The ideal candidate will have strong skills in Spark, Go, Kubernetes. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include JavaScript, Power BI."
J0070,Brand Manager,Dilmah Tea,Marketing,Kalutara,Freelance,Junior,1,High School,"Digital Marketing, Social Media Marketing, Adobe Creative Suite, Google Analytics, Product Marketing, Project Management, Leadership, Email Marketing","SEM, Excel, Customer Segmentation, Creativity",61508,84238,2025-11-14,"We are looking for a Junior-level Brand Manager to join our Marketing team at Dilmah Tea. The ideal candidate will have strong skills in Digital Marketing, Social Media Marketing, Adobe Creative Suite. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include SEM, Excel."
J0071,Treasury Analyst,Hatton National Bank (HNB),Finance,Galle,Freelance,Lead,9,Bachelor's,"Portfolio Management, Presentation Skills, Accounting, Bloomberg Terminal","Teamwork, Tableau, Derivatives, Equity Research",304411,350032,2026-02-21,"We are looking for a Lead-level Treasury Analyst to join our Finance team at Hatton National Bank (HNB). The ideal candidate will have strong skills in Portfolio Management, Presentation Skills, Accounting. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Teamwork, Tableau."
J0072,Growth Hacker,Dilmah Tea,Marketing,Kalutara,Internship,Entry,0,High School,"Digital Marketing, Project Management, Product Marketing, Campaign Management, Leadership, Google Analytics, Brand Management, Excel, CRM, SEM","Copywriting, Adobe Creative Suite, Creativity, Social Media Marketing",45656,58044,2025-12-31,"We are looking for a Entry-level Growth Hacker to join our Marketing team at Dilmah Tea. The ideal candidate will have strong skills in Digital Marketing, Project Management, Product Marketing. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Copywriting, Adobe Creative Suite."
J0073,Digital Marketing Specialist,Dilmah Tea,Marketing,Matara,Contract,Junior,1,Bachelor's,"Content Marketing, Creativity, Digital Marketing, Social Media Marketing, Copywriting, Customer Segmentation","Excel, SEM",57004,97036,2026-03-29,"We are looking for a Junior-level Digital Marketing Specialist to join our Marketing team at Dilmah Tea. The ideal candidate will have strong skills in Content Marketing, Creativity, Digital Marketing. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Excel, SEM."
J0074,HR Business Partner,Hemas Holdings,HR,Badulla,Internship,Senior,6,Bachelor's,"Training & Development, Data Analysis, Employee Relations, Succession Planning, Conflict Resolution",HRIS,161964,252607,2025-12-28,"We are looking for a Senior-level HR Business Partner to join our HR team at Hemas Holdings. The ideal candidate will have strong skills in Training & Development, Data Analysis, Employee Relations. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include HRIS."
J0075,Procurement Officer,SriLankan Airlines,Operations,Kalutara,Freelance,Entry,0,PhD,"SAP, Supply Chain Management, Reporting",Lean,41679,48261,2025-12-04,"We are looking for a Entry-level Procurement Officer to join our Operations team at SriLankan Airlines. The ideal candidate will have strong skills in SAP, Supply Chain Management, Reporting. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Lean."
J0076,Investment Analyst,Sampath Bank,Finance,Batticaloa,Freelance,Entry,0,Bachelor's,"Auditing, VBA, Equity Research, Analytical Thinking, Bloomberg Terminal, Fixed Income, Derivatives, Attention to Detail","Accounting, Financial Modeling, Investment Analysis, Power BI",42692,51708,2026-03-28,"We are looking for a Entry-level Investment Analyst to join our Finance team at Sampath Bank. The ideal candidate will have strong skills in Auditing, VBA, Equity Research. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Accounting, Financial Modeling."
J0077,DevOps Engineer,Rootcode Labs,Technology,Badulla,Freelance,Senior,6,High School,"Go, TensorFlow, GCP, Leadership, Kafka, Kotlin","MySQL, C++",208705,226212,2025-12-24,"We are looking for a Senior-level DevOps Engineer to join our Technology team at Rootcode Labs. The ideal candidate will have strong skills in Go, TensorFlow, GCP. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include MySQL, C++."
J0078,Auditor,Sampath Bank,Finance,Remote,Full-Time,Junior,1,Master's,"GAAP, Tableau, Derivatives, Power BI, R, SQL, Analytical Thinking","Risk Analysis, Financial Reporting, Fixed Income",67280,99166,2026-04-01,"We are looking for a Junior-level Auditor to join our Finance team at Sampath Bank. The ideal candidate will have strong skills in GAAP, Tableau, Derivatives. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Risk Analysis, Financial Reporting."
J0079,Data Engineer,Enactor,Technology,Vavuniya,Contract,Junior,1,Diploma,"Python, Kotlin, Django, SQL, Scrum","Computer Vision, Seaborn",65568,77883,2026-03-31,"We are looking for a Junior-level Data Engineer to join our Technology team at Enactor. The ideal candidate will have strong skills in Python, Kotlin, Django. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Computer Vision, Seaborn."
J0080,Quality Assurance Analyst,CMA CGM Lanka,Operations,Batticaloa,Internship,Senior,6,PhD,"Data Analysis, Vendor Management, PMP, ISO, Teamwork, Inventory Management","Leadership, Excel, Problem Solving",218492,232210,2026-02-15,"We are looking for a Senior-level Quality Assurance Analyst to join our Operations team at CMA CGM Lanka. The ideal candidate will have strong skills in Data Analysis, Vendor Management, PMP. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Leadership, Excel."
J0081,AI Researcher,IFS R&D International,Technology,Polonnaruwa,Contract,Mid,3,Diploma,"JavaScript, Hadoop, Statistics, Matplotlib, Flask, R, Kubernetes","Go, Keras",119978,139783,2026-01-18,"We are looking for a Mid-level AI Researcher to join our Technology team at IFS R&D International. The ideal candidate will have strong skills in JavaScript, Hadoop, Statistics. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Go, Keras."
J0082,Campaign Manager,Leo Burnett Sri Lanka,Marketing,Matara,Contract,Senior,6,PhD,"Copywriting, Content Marketing, Product Marketing, Project Management","Social Media Marketing, Leadership",174539,270850,2026-03-24,"We are looking for a Senior-level Campaign Manager to join our Marketing team at Leo Burnett Sri Lanka. The ideal candidate will have strong skills in Copywriting, Content Marketing, Product Marketing. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Social Media Marketing, Leadership."
J0083,Financial Controller,Sampath Bank,Finance,Negombo,Part-Time,Lead,9,PhD,"Attention to Detail, Python, Financial Reporting","Presentation Skills, R",271856,374082,2025-12-18,"We are looking for a Lead-level Financial Controller to join our Finance team at Sampath Bank. The ideal candidate will have strong skills in Attention to Detail, Python, Financial Reporting. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Presentation Skills, R."
J0084,Treasury Analyst,Nations Trust Bank,Finance,Polonnaruwa,Contract,Lead,9,Diploma,"Teamwork, Accounting, Tax Planning, Excel, Investment Analysis, IFRS, Communication, SQL, Equity Research","Power BI, Python, Portfolio Management, Fixed Income",250046,334813,2026-03-27,"We are looking for a Lead-level Treasury Analyst to join our Finance team at Nations Trust Bank. The ideal candidate will have strong skills in Teamwork, Accounting, Tax Planning. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Power BI, Python."
J0085,Supply Chain Analyst,John Keells Logistics,Operations,Ratnapura,Part-Time,Entry,0,Master's,"Process Improvement, Teamwork, Reporting, Lean, Project Management, Excel, Communication, SQL, Risk Management","Inventory Management, Leadership",40741,48655,2025-11-22,"We are looking for a Entry-level Supply Chain Analyst to join our Operations team at John Keells Logistics. The ideal candidate will have strong skills in Process Improvement, Teamwork, Reporting. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Inventory Management, Leadership."
J0086,Logistics Coordinator,Holcim Lanka,Operations,Hybrid,Internship,Junior,1,Diploma,"Process Improvement, Leadership, PMP, SAP, Supply Chain Management, Inventory Management, Quality Assurance, ERP, Risk Management, Excel","Six Sigma, Vendor Management, Data Analysis, Project Management",59091,95235,2025-11-09,"We are looking for a Junior-level Logistics Coordinator to join our Operations team at Holcim Lanka. The ideal candidate will have strong skills in Process Improvement, Leadership, PMP. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Six Sigma, Vendor Management."
J0087,Marketing Analyst,Aitken Spence,Marketing,Hybrid,Contract,Entry,0,Diploma,"Project Management, Salesforce, Google Analytics, Excel, Adobe Creative Suite, Campaign Management, Creativity, Content Marketing, Canva","Market Research, Leadership, Social Media Marketing",36451,59489,2026-04-10,"We are looking for a Entry-level Marketing Analyst to join our Marketing team at Aitken Spence. The ideal candidate will have strong skills in Project Management, Salesforce, Google Analytics. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Market Research, Leadership."
J0088,HR Manager,Aitken Spence,HR,Trincomalee,Full-Time,Senior,6,High School,"Succession Planning, Performance Management, Workday","Labor Law, Reporting, Communication",187501,263711,2025-11-16,"We are looking for a Senior-level HR Manager to join our HR team at Aitken Spence. The ideal candidate will have strong skills in Succession Planning, Performance Management, Workday. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Labor Law, Reporting."
J0089,Recruiter,Hemas Holdings,HR,Trincomalee,Freelance,Lead,9,PhD,"HRIS, Reporting, Interpersonal Skills, Workday, Performance Management, Leadership, Excel, SAP HR, Onboarding, Compensation & Benefits","Recruitment, Data Analysis, Talent Acquisition, Organizational Skills",262440,340397,2026-02-06,"We are looking for a Lead-level Recruiter to join our HR team at Hemas Holdings. The ideal candidate will have strong skills in HRIS, Reporting, Interpersonal Skills. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Recruitment, Data Analysis."
J0090,HR Generalist,Cargills (Ceylon),HR,Colombo,Internship,Mid,3,Bachelor's,"Organizational Skills, Reporting, Data Analysis, Talent Acquisition, Communication, Interpersonal Skills, Labor Law, Recruitment, Performance Management, SAP HR","HR Management, Workday",96475,151654,2026-01-21,"We are looking for a Mid-level HR Generalist to join our HR team at Cargills (Ceylon). The ideal candidate will have strong skills in Organizational Skills, Reporting, Data Analysis. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include HR Management, Workday."
J0091,Social Media Manager,Nestlé Lanka,Marketing,Kalutara,Contract,Junior,1,Diploma,"Adobe Creative Suite, Teamwork, SEO, Market Research, Project Management, Excel, Salesforce","HubSpot, A/B Testing",72933,98743,2026-02-26,"We are looking for a Junior-level Social Media Manager to join our Marketing team at Nestlé Lanka. The ideal candidate will have strong skills in Adobe Creative Suite, Teamwork, SEO. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include HubSpot, A/B Testing."
J0092,Frontend Developer,Pearson Lanka,Technology,Ratnapura,Internship,Mid,3,Bachelor's,"Tableau, Scrum, Data Visualization, C#, MySQL, C++","A/B Testing, REST API, CI/CD, GraphQL",102202,157580,2026-01-16,"We are looking for a Mid-level Frontend Developer to join our Technology team at Pearson Lanka. The ideal candidate will have strong skills in Tableau, Scrum, Data Visualization. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include A/B Testing, REST API."
J0093,Compensation Analyst,MAS Holdings,HR,Galle,Freelance,Junior,1,Master's,"Labor Law, Recruitment, Performance Management, Compensation & Benefits, SAP HR","Workday, Conflict Resolution, Organizational Skills",57488,84008,2025-12-28,"We are looking for a Junior-level Compensation Analyst to join our HR team at MAS Holdings. The ideal candidate will have strong skills in Labor Law, Recruitment, Performance Management. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Workday, Conflict Resolution."
J0094,Tax Consultant,LOLC Finance,Finance,Kandy,Part-Time,Lead,9,PhD,"Investment Analysis, Risk Analysis, Teamwork, Bloomberg Terminal, Communication, IFRS, Data Analysis, R",Derivatives,279468,383004,2025-11-30,"We are looking for a Lead-level Tax Consultant to join our Finance team at LOLC Finance. The ideal candidate will have strong skills in Investment Analysis, Risk Analysis, Teamwork. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Derivatives."
J0095,Digital Marketing Specialist,Leo Burnett Sri Lanka,Marketing,Hybrid,Internship,Senior,6,Master's,"Project Management, A/B Testing, HubSpot, Leadership, Customer Segmentation, Adobe Creative Suite","Social Media Marketing, Digital Marketing",179450,235969,2026-02-05,"We are looking for a Senior-level Digital Marketing Specialist to join our Marketing team at Leo Burnett Sri Lanka. The ideal candidate will have strong skills in Project Management, A/B Testing, HubSpot. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Social Media Marketing, Digital Marketing."
J0096,ERP Consultant,John Keells Logistics,Operations,Batticaloa,Freelance,Lead,9,Bachelor's,"SQL, Lean, Quality Assurance, Risk Management, Excel, Communication","ERP, Data Analysis, Teamwork, Project Management",298526,372777,2025-11-10,"We are looking for a Lead-level ERP Consultant to join our Operations team at John Keells Logistics. The ideal candidate will have strong skills in SQL, Lean, Quality Assurance. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include ERP, Data Analysis."
J0097,Tax Consultant,Seylan Bank,Finance,Polonnaruwa,Part-Time,Manager,10,Master's,"Attention to Detail, Python, R, Risk Analysis, Bloomberg Terminal, SQL","Tableau, Investment Analysis, Portfolio Management, Presentation Skills",329861,519385,2025-12-29,"We are looking for a Manager-level Tax Consultant to join our Finance team at Seylan Bank. The ideal candidate will have strong skills in Attention to Detail, Python, R. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Tableau, Investment Analysis."
J0098,Operations Analyst,Maersk Lanka,Operations,Galle,Contract,Senior,6,PhD,"Reporting, Risk Management, SQL, Procurement, Lean, Supply Chain Management, ISO, Data Analysis, Logistics, Quality Assurance","Oracle, Leadership, Six Sigma",164179,264696,2025-12-25,"We are looking for a Senior-level Operations Analyst to join our Operations team at Maersk Lanka. The ideal candidate will have strong skills in Reporting, Risk Management, SQL. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Oracle, Leadership."
J0099,Business Intelligence Analyst,Virtusa,Technology,Polonnaruwa,Freelance,Lead,9,Bachelor's,"Matplotlib, PostgreSQL, Redis, Go, Pandas, Computer Vision, FastAPI, Seaborn, Data Visualization, Kubernetes","A/B Testing, Keras, GraphQL",316578,378364,2025-10-23,"We are looking for a Lead-level Business Intelligence Analyst to join our Technology team at Virtusa. The ideal candidate will have strong skills in Matplotlib, PostgreSQL, Redis. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include A/B Testing, Keras."
J0100,Operations Analyst,Lanka Logistics,Operations,Jaffna,Full-Time,Manager,10,Master's,"Risk Management, Inventory Management, Procurement, Vendor Management, Leadership, Quality Assurance, SQL, Lean","SAP, Excel",401414,524460,2025-11-21,"We are looking for a Manager-level Operations Analyst to join our Operations team at Lanka Logistics. The ideal candidate will have strong skills in Risk Management, Inventory Management, Procurement. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include SAP, Excel."
J0101,SEO Analyst,Cargills (Ceylon),Marketing,Hambantota,Contract,Entry,0,Master's,"Creativity, A/B Testing, SQL, Product Marketing, Campaign Management, Customer Segmentation, Canva, Social Media Marketing, Market Research","Google Analytics, Brand Management",40818,50406,2025-11-14,"We are looking for a Entry-level SEO Analyst to join our Marketing team at Cargills (Ceylon). The ideal candidate will have strong skills in Creativity, A/B Testing, SQL. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Google Analytics, Brand Management."
J0102,Auditor,Commercial Bank of Ceylon,Finance,Polonnaruwa,Full-Time,Senior,6,Bachelor's,"Auditing, Financial Reporting, Statistics, Attention to Detail, VBA, GAAP","Risk Analysis, Power BI, Investment Analysis, Financial Modeling",217625,259725,2025-11-15,"We are looking for a Senior-level Auditor to join our Finance team at Commercial Bank of Ceylon. The ideal candidate will have strong skills in Auditing, Financial Reporting, Statistics. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Risk Analysis, Power BI."
J0103,Financial Analyst,Hatton National Bank (HNB),Finance,Hybrid,Internship,Lead,9,Diploma,"Financial Modeling, GAAP, Investment Analysis","Excel, Power BI, Derivatives",259094,347595,2026-03-08,"We are looking for a Lead-level Financial Analyst to join our Finance team at Hatton National Bank (HNB). The ideal candidate will have strong skills in Financial Modeling, GAAP, Investment Analysis. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Excel, Power BI."
J0104,Tax Consultant,DFCC Bank,Finance,Kandy,Freelance,Entry,0,High School,"Data Analysis, Financial Reporting, R, Portfolio Management, Derivatives","Power BI, Risk Analysis",42292,47997,2026-01-09,"We are looking for a Entry-level Tax Consultant to join our Finance team at DFCC Bank. The ideal candidate will have strong skills in Data Analysis, Financial Reporting, R. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Power BI, Risk Analysis."
J0105,SEO Analyst,John Keells Holdings,Marketing,Polonnaruwa,Internship,Mid,3,Master's,"Creativity, Copywriting, Content Marketing, Google Analytics, Canva","Leadership, Email Marketing",130186,154611,2025-11-20,"We are looking for a Mid-level SEO Analyst to join our Marketing team at John Keells Holdings. The ideal candidate will have strong skills in Creativity, Copywriting, Content Marketing. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Leadership, Email Marketing."
J0106,Supply Chain Analyst,Tokyo Cement,Operations,Remote,Full-Time,Mid,3,PhD,"Oracle, Process Improvement, Project Management, Reporting, Six Sigma, Excel",ISO,93841,163985,2025-11-14,"We are looking for a Mid-level Supply Chain Analyst to join our Operations team at Tokyo Cement. The ideal candidate will have strong skills in Oracle, Process Improvement, Project Management. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include ISO."
J0107,Growth Hacker,John Keells Holdings,Marketing,Colombo,Internship,Lead,9,High School,"Leadership, Communication, Excel, Email Marketing, CRM, Market Research, Social Media Marketing, Adobe Creative Suite, Customer Segmentation","Data Analysis, Creativity, Project Management",299422,335798,2026-01-12,"We are looking for a Lead-level Growth Hacker to join our Marketing team at John Keells Holdings. The ideal candidate will have strong skills in Leadership, Communication, Excel. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Data Analysis, Creativity."
J0108,Operations Manager,Expolanka Holdings,Operations,Kandy,Contract,Lead,9,Master's,"ERP, Reporting, Teamwork, Logistics, Quality Assurance, Communication, Six Sigma, Procurement, Leadership","Data Analysis, PMP",256285,395030,2025-12-09,"We are looking for a Lead-level Operations Manager to join our Operations team at Expolanka Holdings. The ideal candidate will have strong skills in ERP, Reporting, Teamwork. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Data Analysis, PMP."
J0109,Growth Hacker,John Keells Holdings,Marketing,Matara,Freelance,Entry,0,PhD,"Customer Segmentation, Copywriting, Teamwork, Content Marketing, Leadership, Brand Management, SEO, Email Marketing, Google Analytics","CRM, Product Marketing, Canva, SEM",46698,50835,2025-10-25,"We are looking for a Entry-level Growth Hacker to join our Marketing team at John Keells Holdings. The ideal candidate will have strong skills in Customer Segmentation, Copywriting, Teamwork. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include CRM, Product Marketing."
J0110,Mobile Developer,Rootcode Labs,Technology,Kandy,Part-Time,Senior,6,Diploma,"Teamwork, GraphQL, Scala, Data Analysis, Python, PyTorch","Computer Vision, Seaborn, Leadership",174966,244365,2026-03-24,"We are looking for a Senior-level Mobile Developer to join our Technology team at Rootcode Labs. The ideal candidate will have strong skills in Teamwork, GraphQL, Scala. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Computer Vision, Seaborn."
J0111,Financial Controller,People's Bank,Finance,Ratnapura,Part-Time,Manager,10,Master's,"Equity Research, Power BI, R, Tableau, Statistics, IFRS, Accounting","SQL, Financial Modeling, Teamwork",407944,479216,2025-12-25,"We are looking for a Manager-level Financial Controller to join our Finance team at People's Bank. The ideal candidate will have strong skills in Equity Research, Power BI, R. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include SQL, Financial Modeling."
J0112,Operations Analyst,Holcim Lanka,Operations,Ratnapura,Internship,Manager,10,Bachelor's,"Logistics, Problem Solving, Data Analysis, Process Improvement, Project Management, Procurement, Inventory Management, ISO, Lean","Six Sigma, PMP, Reporting, Oracle",321937,548666,2026-03-08,"We are looking for a Manager-level Operations Analyst to join our Operations team at Holcim Lanka. The ideal candidate will have strong skills in Logistics, Problem Solving, Data Analysis. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Six Sigma, PMP."
J0113,Marketing Analyst,Wunderman Thompson Sri Lanka,Marketing,Negombo,Part-Time,Lead,9,High School,"Google Analytics, Leadership, Project Management, Product Marketing, Email Marketing, SEM, Communication","CRM, HubSpot, SQL, SEO",311467,387759,2026-01-29,"We are looking for a Lead-level Marketing Analyst to join our Marketing team at Wunderman Thompson Sri Lanka. The ideal candidate will have strong skills in Google Analytics, Leadership, Project Management. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include CRM, HubSpot."
J0114,Investment Analyst,Cargills Bank,Finance,Ampara,Part-Time,Manager,10,Diploma,"Auditing, Equity Research, Data Analysis, Financial Reporting","Teamwork, Risk Analysis, Python, Communication",400810,430380,2026-01-11,"We are looking for a Manager-level Investment Analyst to join our Finance team at Cargills Bank. The ideal candidate will have strong skills in Auditing, Equity Research, Data Analysis. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Teamwork, Risk Analysis."
J0115,NLP Engineer,Rootcode Labs,Technology,Kurunegala,Contract,Entry,0,PhD,"Power BI, Communication, Keras, Leadership, Deep Learning","GCP, Computer Vision, GraphQL",35924,53911,2025-11-07,"We are looking for a Entry-level NLP Engineer to join our Technology team at Rootcode Labs. The ideal candidate will have strong skills in Power BI, Communication, Keras. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include GCP, Computer Vision."
J0116,Risk Analyst,Nations Trust Bank,Finance,Polonnaruwa,Part-Time,Manager,10,Diploma,"GAAP, Power BI, Communication, Derivatives, Financial Modeling, Presentation Skills",Tax Planning,378860,494278,2026-03-11,"We are looking for a Manager-level Risk Analyst to join our Finance team at Nations Trust Bank. The ideal candidate will have strong skills in GAAP, Power BI, Communication. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Tax Planning."
J0117,Digital Marketing Specialist,Wunderman Thompson Sri Lanka,Marketing,Anuradhapura,Full-Time,Entry,0,Master's,"Campaign Management, Copywriting, Communication, Digital Marketing","Brand Management, Product Marketing",35629,49850,2025-10-22,"We are looking for a Entry-level Digital Marketing Specialist to join our Marketing team at Wunderman Thompson Sri Lanka. The ideal candidate will have strong skills in Campaign Management, Copywriting, Communication. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Brand Management, Product Marketing."
J0118,Operations Analyst,Airport & Aviation Services,Operations,Remote,Internship,Senior,6,Bachelor's,"Project Management, Communication, Logistics, Risk Management",Supply Chain Management,202523,274001,2026-04-15,"We are looking for a Senior-level Operations Analyst to join our Operations team at Airport & Aviation Services. The ideal candidate will have strong skills in Project Management, Communication, Logistics. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Supply Chain Management."
J0119,Quality Assurance Analyst,Tokyo Cement,Operations,Jaffna,Internship,Senior,6,Bachelor's,"Leadership, Reporting, Vendor Management, PMP, Oracle, Data Analysis","Process Improvement, Risk Management, SQL, Inventory Management",169463,238799,2025-12-02,"We are looking for a Senior-level Quality Assurance Analyst to join our Operations team at Tokyo Cement. The ideal candidate will have strong skills in Leadership, Reporting, Vendor Management. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Process Improvement, Risk Management."
J0120,Digital Marketing Specialist,Ceylon Tobacco Company,Marketing,Nuwara Eliya,Internship,Senior,6,Master's,"Social Media Marketing, SEO, Adobe Creative Suite, Campaign Management, A/B Testing, Communication, HubSpot","Email Marketing, Copywriting, CRM, Creativity",187599,277909,2026-01-29,"We are looking for a Senior-level Digital Marketing Specialist to join our Marketing team at Ceylon Tobacco Company. The ideal candidate will have strong skills in Social Media Marketing, SEO, Adobe Creative Suite. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Email Marketing, Copywriting."
J0121,Compensation Analyst,Expolanka Holdings,HR,Polonnaruwa,Internship,Mid,3,Bachelor's,"Communication, Employee Relations, Data Analysis, Compensation & Benefits, HRIS, Excel, Conflict Resolution, Performance Management","Onboarding, Reporting",130558,156316,2026-04-04,"We are looking for a Mid-level Compensation Analyst to join our HR team at Expolanka Holdings. The ideal candidate will have strong skills in Communication, Employee Relations, Data Analysis. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Onboarding, Reporting."
J0122,Brand Manager,Nestlé Lanka,Marketing,Polonnaruwa,Part-Time,Senior,6,Master's,"Canva, Google Analytics, Communication, Excel, Adobe Creative Suite","Leadership, Copywriting, SEO",173068,234232,2026-03-03,"We are looking for a Senior-level Brand Manager to join our Marketing team at Nestlé Lanka. The ideal candidate will have strong skills in Canva, Google Analytics, Communication. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Leadership, Copywriting."
J0123,HR Business Partner,Commercial Bank of Ceylon,HR,Matara,Part-Time,Senior,6,Master's,"Compensation & Benefits, Communication, Reporting","SAP HR, Employee Relations",202024,246337,2026-01-11,"We are looking for a Senior-level HR Business Partner to join our HR team at Commercial Bank of Ceylon. The ideal candidate will have strong skills in Compensation & Benefits, Communication, Reporting. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include SAP HR, Employee Relations."
